GEX historical data for SPY
Retrieved,Price,Gex Value At Next Exp,GEX Flip Price,Put Skew,Skew Adj GEX,IV,Avg Volume,Gex/Vol,PCR (OI),Rating
2023-12-12 15:47:37,463.82,473380591.32658,457.91,-0.04640094155031432,-986680292.5974619,0.10261658234126984,50520369,-0.009,1.95,5
2023-12-12 09:38:53,460.85,-567618311.80795,458.96,-0.03734367737697847,-459374303.40239596,0.11024197916666667,49245379,-0.004,1.93,5
2023-12-11 15:46:58,461.695,160385425.84674022,456.96,-0.03894375262051725,-666977909.786261,0.11015996527777779,49245379,-0.006,1.99,5
2023-12-11 09:38:37,460.1,-374231252.19810003,458.54,-0.04042267247303871,-411107164.1566606,0.11521833333333333,60598930,-0.003,1.99,5
2023-12-08 15:46:46,460.52,746625079.9299039,456.66,-0.03029337306266061,-565510012.0515728,0.10892459821428571,60598930,-0.004,2.07,5
2023-12-08 09:39:33,457.83,855030021.4987019,456.92,-0.02944202257852921,-338562044.4824648,0.11235746031746033,54250996,-0.003,2.07,4
2023-12-07 15:48:59,458.01,1867188800.318499,455.32,-0.02487618114438153,-563404369.1375339,0.11545356150793651,54250996,-0.005,2.07,5
2023-12-07 09:39:41,457.06,2000883103.039236,455.16,-0.026170014262486885,-640270152.7486693,0.11558535714285714,49057610,-0.006,2.01,4
2023-12-06 15:47:21,454.9,-191258758.7425,455.15,-0.027958832405262174,52844469.119487,0.11312729166666667,49057610,0.001,2.1,1
2023-12-06 09:40:47,457.9286,960939652.8913479,456.08,-0.02304008773360472,-578408206.2797688,0.11349090773809523,51693103,-0.005,2.09,4
2023-12-05 15:49:44,456.44,41746662.95996801,454.84,-0.029880476207861217,-304004947.7053836,0.11262594742063492,51693103,-0.003,2.05,5
2023-12-05 09:38:39,455.22,-1378404329.2872484,455.57,-0.027919057675096337,100501655.158395,0.11583906249999999,58909837,0.001,2.03,1
2023-12-04 15:49:37,456.58,-374051365.983484,455.57,-0.033060774347454164,-168203695.34752506,0.11251836805555557,58909837,-0.001,2.09,5
2023-12-04 09:39:29,456.46,-1721112103.0952199,456.87,-0.03015145670448746,101942146.29321253,0.11586958333333333,66783206,0.001,2.07,1
2023-12-01 15:49:55,458.83,645553764.6349599,454.84,-0.025573817912746266,-511491548.64942753,0.10920707341269842,66783206,-0.004,2.07,5
2023-12-01 09:40:09,455.685,92056951.02701925,455.09,-0.01216778436810062,-87511593.12775892,0.1105770734126984,50447325,-0.001,2.11,3
2023-11-30 15:49:07,455.335,312655656.33492225,453.99,-0.014178652898923394,-136310626.1997452,0.10890431547619048,50447325,-0.001,2.09,3
2023-11-30 09:38:00,455.19,-785466655.96149,454.97,-0.01050749802505807,-37624476.48634303,0.11031053571428572,51543767,-0.0,2.08,4
2023-11-29 15:47:49,454.47,-767420772.6829952,454.08,-0.015145588904633689,-38687623.584413655,0.10923196924603175,51543767,-0.0,2.11,3
2023-11-29 09:39:16,457.87,1395239466.303725,455.15,-0.01632280557899879,-382666203.12217873,0.1069816369047619,48228431,-0.004,2.12,4
2023-11-28 15:47:19,454.61,31256808.927604005,453.46,-0.02089839695260909,-219990294.5170215,0.10588242063492062,48228431,-0.002,2.11,5
