ticker,date,open,high,low,close,volume,closeadj,closeunadj,lastupdated
SPY,1998-02-10,101.438,102.469,101.188,102.25,3660400.0,64.215,102.25,2024-05-14
SPY,1998-02-11,102.094,102.344,101.703,102.156,4073200.0,64.156,102.156,2024-05-14
SPY,1998-02-12,101.719,102.938,100.875,102.594,5024700.0,64.431,102.594,2024-05-14
SPY,1998-02-13,102.188,102.516,101.875,102.0,2101300.0,64.058,102.0,2024-05-14
SPY,1998-02-17,102.812,103.094,102.156,102.5,3055500.0,64.372,102.5,2024-05-14
SPY,1998-02-18,102.312,103.484,102.281,103.438,3007400.0,64.961,103.438,2024-05-14
SPY,1998-02-19,103.25,103.406,102.75,102.891,3387800.0,64.617,102.891,2024-05-14
SPY,1998-02-20,103.156,103.719,102.375,103.656,3707000.0,65.098,103.656,2024-05-14
SPY,1998-02-23,104.25,104.25,103.344,104.062,3227800.0,65.353,104.062,2024-05-14
SPY,1998-02-24,103.906,104.094,102.938,103.25,3386800.0,64.843,103.25,2024-05-14
SPY,1998-02-25,103.75,104.875,103.625,104.531,3481800.0,65.648,104.531,2024-05-14
SPY,1998-02-26,104.438,105.219,104.188,105.125,3187600.0,66.021,105.125,2024-05-14
SPY,1998-02-27,104.969,105.531,104.531,105.125,3442900.0,66.021,105.125,2024-05-14
SPY,1998-03-02,105.25,105.75,104.625,104.906,4252300.0,65.883,104.906,2024-05-14
SPY,1998-03-03,104.531,105.625,104.531,105.5,3349200.0,66.256,105.5,2024-05-14
SPY,1998-03-04,105.094,105.406,104.438,104.812,4404100.0,65.824,104.812,2024-05-14
SPY,1998-03-05,103.5,104.438,103.156,103.844,7268000.0,65.216,103.844,2024-05-14
SPY,1998-03-06,104.562,105.938,104.438,105.938,6896300.0,66.531,105.938,2024-05-14
SPY,1998-03-09,105.531,106.219,105.25,105.562,3362800.0,66.295,105.562,2024-05-14
SPY,1998-03-10,106.219,106.844,105.938,106.562,5481900.0,66.923,106.562,2024-05-14
SPY,1998-03-11,106.969,107.312,106.781,107.062,3439600.0,67.238,107.062,2024-05-14
SPY,1998-03-12,107.094,107.594,106.5,107.5,3191300.0,67.512,107.5,2024-05-14
SPY,1998-03-13,107.844,108.0,106.875,107.094,2879400.0,67.257,107.094,2024-05-14
SPY,1998-03-16,107.844,108.375,107.531,108.25,3223600.0,67.983,108.25,2024-05-14
SPY,1998-03-17,108.312,108.562,107.656,108.562,4581900.0,68.18,108.562,2024-05-14
SPY,1998-03-18,108.25,108.969,108.031,108.969,1944100.0,68.435,108.969,2024-05-14
SPY,1998-03-19,108.969,109.375,108.656,109.25,2554800.0,68.611,109.25,2024-05-14
SPY,1998-03-20,109.562,110.188,108.875,109.875,3123300.0,69.2,109.875,2024-05-14
SPY,1998-03-23,109.719,110.312,109.406,109.625,4453100.0,69.043,109.625,2024-05-14
SPY,1998-03-24,110.062,110.812,109.938,110.562,3333600.0,69.633,110.562,2024-05-14
SPY,1998-03-25,111.406,111.531,109.188,110.156,4597600.0,69.377,110.156,2024-05-14
SPY,1998-03-26,109.875,110.75,109.625,110.094,3333500.0,69.338,110.094,2024-05-14
SPY,1998-03-27,110.75,110.781,109.0,109.625,2611300.0,69.043,109.625,2024-05-14
SPY,1998-03-30,109.625,110.094,108.969,109.562,3108700.0,69.004,109.562,2024-05-14
SPY,1998-03-31,110.156,111.188,109.75,109.938,5926500.0,69.24,109.938,2024-05-14
SPY,1998-04-01,110.312,111.078,109.406,110.828,2929000.0,69.801,110.828,2024-05-14
SPY,1998-04-02,110.938,112.25,110.75,112.031,3920900.0,70.558,112.031,2024-05-14
SPY,1998-04-03,112.344,112.812,111.844,112.594,3787600.0,70.913,112.594,2024-05-14
SPY,1998-04-06,113.25,113.375,111.688,111.688,4550500.0,70.342,111.688,2024-05-14
SPY,1998-04-07,111.75,111.938,110.156,110.938,5583700.0,69.87,110.938,2024-05-14
SPY,1998-04-08,111.219,111.281,109.75,110.312,4854800.0,69.476,110.312,2024-05-14
SPY,1998-04-09,110.562,111.281,110.531,111.188,4481200.0,70.027,111.188,2024-05-14
SPY,1998-04-13,111.375,111.375,110.0,110.875,4350200.0,69.83,110.875,2024-05-14
SPY,1998-04-14,111.125,111.812,110.906,111.812,3279100.0,70.421,111.812,2024-05-14
SPY,1998-04-15,111.969,112.125,111.156,112.125,3867200.0,70.617,112.125,2024-05-14
SPY,1998-04-16,111.312,111.5,110.5,110.812,7177900.0,69.791,110.812,2024-05-14
SPY,1998-04-17,110.719,112.438,110.438,112.281,5688800.0,70.716,112.281,2024-05-14
SPY,1998-04-20,112.0,112.562,111.875,112.25,3688300.0,70.696,112.25,2024-05-14
SPY,1998-04-21,112.438,113.156,111.906,112.781,4573200.0,71.031,112.781,2024-05-14
SPY,1998-04-22,112.875,113.438,112.812,113.094,2386100.0,71.228,113.094,2024-05-14
SPY,1998-04-23,112.625,113.0,111.75,112.0,5062000.0,70.539,112.0,2024-05-14
SPY,1998-04-24,111.75,112.469,110.344,110.812,11039700.0,69.791,110.812,2024-05-14
SPY,1998-04-27,109.375,109.688,107.625,108.719,14510200.0,68.472,108.719,2024-05-14
SPY,1998-04-28,109.781,109.812,108.125,108.562,6511400.0,68.374,108.562,2024-05-14
SPY,1998-04-29,109.031,109.969,108.438,109.312,7703100.0,68.846,109.312,2024-05-14
SPY,1998-04-30,110.562,111.922,110.406,111.344,8684500.0,70.125,111.344,2024-05-14
SPY,1998-05-01,111.75,112.594,111.312,112.594,4008800.0,70.913,112.594,2024-05-14
SPY,1998-05-04,112.719,113.312,112.156,112.312,4537200.0,70.736,112.312,2024-05-14
SPY,1998-05-05,112.0,112.156,111.125,111.531,5146400.0,70.243,111.531,2024-05-14
SPY,1998-05-06,112.125,112.125,110.188,110.219,5526100.0,69.417,110.219,2024-05-14
SPY,1998-05-07,110.5,110.562,109.344,109.344,6940400.0,68.866,109.344,2024-05-14
SPY,1998-05-08,110.0,111.375,110.0,111.125,7951000.0,69.988,111.125,2024-05-14
SPY,1998-05-11,111.562,112.219,110.375,110.75,6336300.0,69.751,110.75,2024-05-14
SPY,1998-05-12,110.812,111.969,110.344,111.938,6045200.0,70.499,111.938,2024-05-14
SPY,1998-05-13,112.062,112.562,111.594,112.219,4441500.0,70.676,112.219,2024-05-14
SPY,1998-05-14,111.531,112.688,111.344,111.656,4187500.0,70.322,111.656,2024-05-14
SPY,1998-05-15,112.0,112.219,110.812,111.031,6716100.0,69.929,111.031,2024-05-14
SPY,1998-05-18,110.719,111.594,109.828,110.594,4847200.0,69.653,110.594,2024-05-14
SPY,1998-05-19,111.0,111.688,110.781,111.344,5918700.0,70.125,111.344,2024-05-14
SPY,1998-05-20,112.094,112.5,110.875,112.406,5716600.0,70.795,112.406,2024-05-14
SPY,1998-05-21,112.375,112.781,111.312,111.688,6301500.0,70.342,111.688,2024-05-14
SPY,1998-05-22,111.75,112.062,110.938,111.25,4862200.0,70.066,111.25,2024-05-14
SPY,1998-05-26,112.094,112.094,109.188,109.469,6899300.0,68.944,109.469,2024-05-14
SPY,1998-05-27,108.531,109.906,107.578,109.625,10202600.0,69.043,109.625,2024-05-14
SPY,1998-05-28,109.875,110.375,109.062,110.125,4907600.0,69.358,110.125,2024-05-14
SPY,1998-05-29,110.625,110.812,109.031,109.031,4772600.0,68.669,109.031,2024-05-14
SPY,1998-06-01,108.969,110.219,108.562,109.531,6092200.0,68.984,109.531,2024-05-14
SPY,1998-06-02,110.0,110.344,109.156,109.625,6701100.0,69.043,109.625,2024-05-14
SPY,1998-06-03,109.875,110.188,107.875,107.875,6445100.0,67.941,107.875,2024-05-14
SPY,1998-06-04,108.25,110.062,108.062,109.875,6566300.0,69.2,109.875,2024-05-14
SPY,1998-06-05,110.375,112.0,109.875,112.0,8463200.0,70.539,112.0,2024-05-14
SPY,1998-06-08,111.938,112.469,111.656,111.875,4159900.0,70.46,111.875,2024-05-14
SPY,1998-06-09,111.719,112.422,111.406,112.219,2725300.0,70.676,112.219,2024-05-14
SPY,1998-06-10,111.625,113.062,111.25,111.5,6186900.0,70.224,111.5,2024-05-14
SPY,1998-06-11,111.438,111.875,109.375,109.406,8056600.0,68.905,109.406,2024-05-14
SPY,1998-06-12,109.875,110.438,108.25,110.438,9779000.0,69.555,110.438,2024-05-14
SPY,1998-06-15,108.812,109.906,107.5,107.531,10234200.0,67.724,107.531,2024-05-14
SPY,1998-06-16,108.406,109.219,107.75,109.188,7471500.0,68.767,109.188,2024-05-14
SPY,1998-06-17,110.156,111.781,109.938,111.469,12057700.0,70.204,111.469,2024-05-14
SPY,1998-06-18,111.188,111.438,110.75,110.969,3844600.0,69.889,110.969,2024-05-14
SPY,1998-06-19,111.062,111.234,109.625,110.062,3549100.0,69.54,110.062,2024-05-14
SPY,1998-06-22,110.25,111.062,110.062,110.594,5438300.0,69.876,110.594,2024-05-14
SPY,1998-06-23,111.094,112.062,111.0,111.906,5004600.0,70.705,111.906,2024-05-14
SPY,1998-06-24,112.156,113.688,111.609,113.406,8291900.0,71.653,113.406,2024-05-14
SPY,1998-06-25,113.906,114.438,112.812,113.219,5854800.0,71.534,113.219,2024-05-14
SPY,1998-06-26,113.312,113.844,113.125,113.688,4833100.0,71.831,113.688,2024-05-14
SPY,1998-06-29,114.25,114.688,113.797,114.094,5953400.0,72.087,114.094,2024-05-14
SPY,1998-06-30,113.906,114.188,113.062,113.312,4284800.0,71.594,113.312,2024-05-14
SPY,1998-07-01,114.062,114.938,113.625,114.625,3489500.0,72.423,114.625,2024-05-14
SPY,1998-07-02,114.719,114.875,114.25,114.844,3503900.0,72.561,114.844,2024-05-14
SPY,1998-07-06,114.781,116.0,114.562,116.0,3144400.0,73.292,116.0,2024-05-14
SPY,1998-07-07,115.984,116.125,115.281,115.781,4920700.0,73.153,115.781,2024-05-14
SPY,1998-07-08,115.875,116.938,115.75,116.625,6875000.0,73.687,116.625,2024-05-14
SPY,1998-07-09,116.281,116.719,115.625,115.844,6942500.0,73.193,115.844,2024-05-14
SPY,1998-07-10,116.031,116.938,115.062,116.469,7849700.0,73.588,116.469,2024-05-14
SPY,1998-07-13,116.562,116.844,116.062,116.5,6555100.0,73.608,116.5,2024-05-14
SPY,1998-07-14,116.938,118.156,116.938,117.812,6983600.0,74.437,117.812,2024-05-14
SPY,1998-07-15,118.062,118.281,117.531,117.594,4977500.0,74.299,117.594,2024-05-14
SPY,1998-07-16,117.688,118.594,117.062,118.406,6315600.0,74.812,118.406,2024-05-14
SPY,1998-07-17,118.625,119.0,118.312,118.562,3539500.0,74.911,118.562,2024-05-14
SPY,1998-07-20,118.75,119.234,117.938,118.562,2338400.0,74.911,118.562,2024-05-14
SPY,1998-07-21,119.0,119.0,116.281,116.5,5518600.0,73.608,116.5,2024-05-14
SPY,1998-07-22,116.344,116.984,115.531,116.5,10417300.0,73.608,116.5,2024-05-14
SPY,1998-07-23,116.312,116.594,113.906,114.188,15110900.0,72.146,114.188,2024-05-14
SPY,1998-07-24,114.969,115.094,112.875,114.094,11540500.0,72.087,114.094,2024-05-14
SPY,1998-07-27,113.625,115.0,112.844,114.906,9600000.0,72.601,114.906,2024-05-14
SPY,1998-07-28,114.438,114.656,111.875,112.969,13693000.0,71.376,112.969,2024-05-14
SPY,1998-07-29,113.719,114.125,112.25,112.531,7462400.0,71.1,112.531,2024-05-14
SPY,1998-07-30,113.625,114.594,113.406,114.219,6821600.0,72.166,114.219,2024-05-14
SPY,1998-07-31,114.344,114.5,111.312,111.781,7680500.0,70.626,111.781,2024-05-14
SPY,1998-08-03,111.781,112.422,111.031,111.312,10486500.0,70.33,111.312,2024-05-14
SPY,1998-08-04,112.219,112.219,107.0,107.0,15091600.0,67.605,107.0,2024-05-14
SPY,1998-08-05,107.938,108.875,105.594,108.469,21718400.0,68.533,108.469,2024-05-14
SPY,1998-08-06,108.125,109.5,107.562,108.938,13084400.0,68.829,108.938,2024-05-14
SPY,1998-08-07,109.688,110.594,108.469,109.125,12083800.0,68.948,109.125,2024-05-14
SPY,1998-08-10,108.75,109.656,108.188,108.5,6273000.0,68.553,108.5,2024-05-14
SPY,1998-08-11,106.78,107.44,105.5,106.88,14287100.0,67.529,106.88,2024-05-14
SPY,1998-08-12,107.75,108.875,107.5,108.688,11158400.0,68.671,108.688,2024-05-14
SPY,1998-08-13,108.812,109.656,107.375,107.375,9073900.0,67.842,107.375,2024-05-14
SPY,1998-08-14,108.344,108.719,105.781,106.125,8628500.0,67.052,106.125,2024-05-14
SPY,1998-08-17,106.0,108.938,105.5,108.375,11290000.0,68.474,108.375,2024-05-14
SPY,1998-08-18,109.0,110.594,108.781,110.375,7603900.0,69.738,110.375,2024-05-14
SPY,1998-08-19,111.094,111.094,109.625,110.094,6258600.0,69.56,110.094,2024-05-14
SPY,1998-08-20,109.688,110.406,109.156,109.438,7402800.0,69.145,109.438,2024-05-14
SPY,1998-08-21,108.188,108.719,105.5,108.562,16685400.0,68.592,108.562,2024-05-14
SPY,1998-08-24,109.25,109.938,108.312,109.25,7201700.0,69.027,109.25,2024-05-14
SPY,1998-08-25,110.375,111.25,108.641,109.5,9688300.0,69.185,109.5,2024-05-14
SPY,1998-08-26,108.281,109.625,107.75,108.875,9339700.0,68.79,108.875,2024-05-14
SPY,1998-08-27,107.0,107.562,103.469,103.75,24887800.0,65.552,103.75,2024-05-14
SPY,1998-08-28,104.969,105.719,102.156,103.375,23735900.0,65.315,103.375,2024-05-14
SPY,1998-08-31,103.75,104.016,95.0,96.0,22563100.0,60.655,96.0,2024-05-14
SPY,1998-09-01,96.062,100.562,93.625,100.062,24748500.0,63.222,100.062,2024-05-14
SPY,1998-09-02,99.812,101.75,98.781,99.344,13843200.0,62.768,99.344,2024-05-14
SPY,1998-09-03,97.625,99.375,96.75,98.562,17311300.0,62.274,98.562,2024-05-14
SPY,1998-09-04,99.438,99.812,95.75,97.75,17783800.0,61.761,97.75,2024-05-14
SPY,1998-09-08,100.875,103.0,99.812,103.0,14746500.0,65.078,103.0,2024-05-14
SPY,1998-09-09,102.75,103.125,100.438,100.5,12109700.0,63.498,100.5,2024-05-14
SPY,1998-09-10,98.438,99.344,96.812,98.5,19889300.0,62.235,98.5,2024-05-14
SPY,1998-09-11,98.188,101.688,97.0,101.688,20379800.0,64.249,101.688,2024-05-14
SPY,1998-09-14,102.875,104.453,102.094,103.438,10686800.0,65.354,103.438,2024-05-14
SPY,1998-09-15,102.875,104.312,102.281,104.062,8337900.0,65.749,104.062,2024-05-14
SPY,1998-09-16,104.75,105.25,103.156,105.0,11024900.0,66.342,105.0,2024-05-14
SPY,1998-09-17,102.25,103.031,101.781,102.0,12945200.0,64.446,102.0,2024-05-14
SPY,1998-09-18,102.375,102.406,101.094,102.094,7019200.0,64.732,102.094,2024-05-14
SPY,1998-09-21,99.625,103.406,98.938,102.031,8834600.0,64.692,102.031,2024-05-14
SPY,1998-09-22,103.5,103.656,102.156,102.875,7270100.0,65.227,102.875,2024-05-14
SPY,1998-09-23,103.875,107.0,103.781,107.0,13688500.0,67.843,107.0,2024-05-14
SPY,1998-09-24,106.312,106.812,103.25,104.375,11129500.0,66.179,104.375,2024-05-14
SPY,1998-09-25,103.125,105.422,102.625,104.25,10247400.0,66.099,104.25,2024-05-14
SPY,1998-09-28,105.312,106.312,104.25,105.188,8847800.0,66.694,105.188,2024-05-14
SPY,1998-09-29,105.375,105.938,103.375,104.938,10618100.0,66.535,104.938,2024-05-14
SPY,1998-09-30,103.5,104.312,101.375,101.75,7908400.0,64.514,101.75,2024-05-14
SPY,1998-10-01,100.031,101.547,98.094,98.812,13335600.0,62.652,98.812,2024-05-14
SPY,1998-10-02,98.875,100.875,97.219,100.719,14351800.0,63.86,100.719,2024-05-14
SPY,1998-10-05,99.594,99.969,96.344,98.688,12807200.0,62.572,98.688,2024-05-14
SPY,1998-10-06,100.75,101.281,97.531,98.594,12621000.0,62.513,98.594,2024-05-14
SPY,1998-10-07,98.625,100.031,95.75,97.125,14348500.0,61.582,97.125,2024-05-14
SPY,1998-10-08,94.562,96.75,92.219,96.594,20625000.0,61.245,96.594,2024-05-14
SPY,1998-10-09,97.0,98.781,94.062,98.531,12708500.0,62.473,98.531,2024-05-14
SPY,1998-10-12,100.625,101.438,99.688,99.969,9508500.0,63.385,99.969,2024-05-14
SPY,1998-10-13,99.562,100.406,98.75,99.625,6256800.0,63.167,99.625,2024-05-14
SPY,1998-10-14,98.938,101.812,98.844,100.562,8176900.0,63.761,100.562,2024-05-14
SPY,1998-10-15,100.125,107.25,99.938,105.969,20541100.0,67.189,105.969,2024-05-14
SPY,1998-10-16,106.125,106.75,105.0,106.0,16573900.0,67.209,106.0,2024-05-14
SPY,1998-10-19,105.688,106.812,105.5,106.375,7915900.0,67.447,106.375,2024-05-14
SPY,1998-10-20,107.562,108.797,106.094,107.0,14611600.0,67.843,107.0,2024-05-14
SPY,1998-10-21,106.875,107.625,105.875,106.625,9178400.0,67.605,106.625,2024-05-14
SPY,1998-10-22,106.781,108.469,106.156,108.219,8277500.0,68.616,108.219,2024-05-14
SPY,1998-10-23,107.969,108.0,106.781,106.844,6237200.0,67.744,106.844,2024-05-14
SPY,1998-10-26,107.719,108.469,106.781,107.625,5838600.0,68.239,107.625,2024-05-14
SPY,1998-10-27,108.438,108.969,106.281,107.0,10089700.0,67.843,107.0,2024-05-14
SPY,1998-10-28,106.562,107.531,106.031,106.812,5650600.0,67.724,106.812,2024-05-14
SPY,1998-10-29,107.094,109.438,106.625,109.406,9625600.0,69.369,109.406,2024-05-14
SPY,1998-10-30,110.125,110.906,109.5,110.0,9872800.0,69.745,110.0,2024-05-14
SPY,1998-11-02,110.812,111.875,110.188,111.875,6501400.0,70.934,111.875,2024-05-14
SPY,1998-11-03,111.594,111.812,110.75,111.062,6866000.0,70.419,111.062,2024-05-14
SPY,1998-11-04,112.469,113.094,111.094,112.25,8233600.0,71.172,112.25,2024-05-14
SPY,1998-11-05,111.531,113.938,111.125,113.781,6841500.0,72.143,113.781,2024-05-14
SPY,1998-11-06,113.469,114.562,113.312,114.125,5224800.0,72.361,114.125,2024-05-14
SPY,1998-11-09,113.938,114.25,112.5,113.312,6188700.0,71.845,113.312,2024-05-14
SPY,1998-11-10,113.0,113.938,112.25,113.0,14015200.0,71.647,113.0,2024-05-14
SPY,1998-11-11,113.812,114.0,111.891,112.25,10922400.0,71.172,112.25,2024-05-14
SPY,1998-11-12,112.312,113.125,111.688,112.125,5457400.0,71.092,112.125,2024-05-14
SPY,1998-11-13,112.219,113.219,112.125,113.219,5524600.0,71.786,113.219,2024-05-14
SPY,1998-11-16,114.219,114.359,112.891,114.062,6023700.0,72.321,114.062,2024-05-14
SPY,1998-11-17,113.656,115.625,113.0,114.062,9058900.0,72.321,114.062,2024-05-14
SPY,1998-11-18,114.312,115.0,113.5,114.75,4567700.0,72.757,114.75,2024-05-14
SPY,1998-11-19,115.281,115.906,114.625,115.75,5249300.0,73.391,115.75,2024-05-14
SPY,1998-11-20,116.359,116.75,115.844,116.625,5562000.0,73.946,116.625,2024-05-14
SPY,1998-11-23,117.469,119.625,117.156,119.375,7151300.0,75.689,119.375,2024-05-14
SPY,1998-11-24,119.0,119.656,118.453,118.625,5323700.0,75.214,118.625,2024-05-14
SPY,1998-11-25,118.938,119.188,118.219,118.625,4393500.0,75.214,118.625,2024-05-14
SPY,1998-11-27,119.469,119.719,119.016,119.5,4557900.0,75.769,119.5,2024-05-14
SPY,1998-11-30,119.016,119.375,116.125,116.125,8705400.0,73.629,116.125,2024-05-14
SPY,1998-12-01,116.125,118.031,115.219,117.625,8950600.0,74.58,117.625,2024-05-14
SPY,1998-12-02,117.219,117.906,116.0,117.281,7495500.0,74.362,117.281,2024-05-14
SPY,1998-12-03,117.25,118.312,115.094,115.344,12145300.0,73.133,115.344,2024-05-14
SPY,1998-12-04,116.625,118.5,116.5,118.375,10339500.0,75.055,118.375,2024-05-14
SPY,1998-12-07,118.062,119.469,118.0,118.938,4290000.0,75.412,118.938,2024-05-14
SPY,1998-12-08,118.531,119.75,117.5,118.406,10102600.0,75.075,118.406,2024-05-14
SPY,1998-12-09,118.688,118.969,117.875,118.625,5327900.0,75.214,118.625,2024-05-14
SPY,1998-12-10,118.844,118.844,116.719,116.891,5966600.0,74.114,116.891,2024-05-14
SPY,1998-12-11,116.438,117.344,115.562,117.125,8198200.0,74.263,117.125,2024-05-14
SPY,1998-12-14,116.156,116.406,113.75,113.75,9521400.0,72.123,113.75,2024-05-14
SPY,1998-12-15,114.688,116.75,114.531,116.688,9631500.0,73.985,116.688,2024-05-14
SPY,1998-12-16,117.125,117.125,115.75,116.531,7260000.0,73.886,116.531,2024-05-14
SPY,1998-12-17,117.219,118.594,117.031,118.391,6914700.0,75.065,118.391,2024-05-14
SPY,1998-12-18,118.312,119.125,117.875,118.5,4802400.0,75.383,118.5,2024-05-14
SPY,1998-12-21,119.25,121.344,119.0,120.156,8580700.0,76.437,120.156,2024-05-14
SPY,1998-12-22,120.406,121.219,119.188,120.688,5461100.0,76.775,120.688,2024-05-14
SPY,1998-12-23,121.188,123.219,120.812,123.219,7791000.0,78.385,123.219,2024-05-14
SPY,1998-12-24,123.156,123.25,122.5,122.688,1507100.0,78.047,122.688,2024-05-14
SPY,1998-12-28,123.25,123.312,122.0,122.375,4203600.0,77.848,122.375,2024-05-14
SPY,1998-12-29,122.719,124.484,122.125,124.312,3935800.0,79.081,124.312,2024-05-14
SPY,1998-12-30,123.938,124.75,123.031,123.312,6810700.0,78.444,123.312,2024-05-14
SPY,1998-12-31,123.312,123.938,122.469,123.312,6790500.0,78.444,123.312,2024-05-14
SPY,1999-01-04,123.375,125.219,121.719,123.031,9450400.0,78.265,123.031,2024-05-14
SPY,1999-01-05,122.938,124.875,122.938,124.438,8031000.0,79.16,124.438,2024-05-14
SPY,1999-01-06,125.812,127.75,125.75,127.438,7737700.0,81.069,127.438,2024-05-14
SPY,1999-01-07,126.375,127.219,125.781,126.812,5504900.0,80.671,126.812,2024-05-14
SPY,1999-01-08,128.188,128.5,125.969,127.75,6224400.0,81.267,127.75,2024-05-14
SPY,1999-01-11,127.688,127.688,125.219,126.531,7578300.0,80.492,126.531,2024-05-14
SPY,1999-01-12,126.219,126.219,123.75,124.25,7768800.0,79.041,124.25,2024-05-14
SPY,1999-01-13,120.406,125.125,120.375,123.375,10810600.0,78.484,123.375,2024-05-14
SPY,1999-01-14,123.625,123.906,120.906,121.219,11400700.0,77.112,121.219,2024-05-14
SPY,1999-01-15,122.375,124.781,122.062,124.375,7817700.0,79.12,124.375,2024-05-14
SPY,1999-01-19,125.297,125.625,123.5,125.188,6535100.0,79.637,125.188,2024-05-14
SPY,1999-01-20,126.094,127.938,125.031,126.188,6534400.0,80.273,126.188,2024-05-14
SPY,1999-01-21,125.578,125.844,122.594,122.844,6937500.0,78.146,122.844,2024-05-14
SPY,1999-01-22,122.125,123.844,121.781,122.562,7522300.0,77.967,122.562,2024-05-14
SPY,1999-01-25,123.281,124.0,121.906,123.812,5700300.0,78.763,123.812,2024-05-14
SPY,1999-01-26,124.125,126.062,123.625,126.062,6047000.0,80.194,126.062,2024-05-14
SPY,1999-01-27,126.375,126.625,124.156,124.594,7399400.0,79.259,124.594,2024-05-14
SPY,1999-01-28,125.25,126.969,125.188,126.688,5961700.0,80.591,126.688,2024-05-14
SPY,1999-01-29,127.344,128.297,125.406,127.656,6456800.0,81.208,127.656,2024-05-14
SPY,1999-02-01,128.688,128.688,126.906,126.906,9426800.0,80.731,126.906,2024-05-14
SPY,1999-02-02,127.078,127.219,124.766,126.125,9194500.0,80.234,126.125,2024-05-14
SPY,1999-02-03,125.688,127.938,125.656,127.406,10290700.0,81.049,127.406,2024-05-14
SPY,1999-02-04,127.375,127.5,124.781,125.5,7761100.0,79.836,125.5,2024-05-14
SPY,1999-02-05,125.656,125.656,123.219,124.062,7516100.0,78.922,124.062,2024-05-14
SPY,1999-02-08,125.094,125.094,123.344,124.312,8528400.0,79.081,124.312,2024-05-14
SPY,1999-02-09,124.375,124.5,121.516,121.531,8985700.0,77.311,121.531,2024-05-14
SPY,1999-02-10,122.125,123.0,121.328,122.312,6936700.0,77.808,122.312,2024-05-14
SPY,1999-02-11,123.062,126.094,122.5,125.125,9181800.0,79.597,125.125,2024-05-14
SPY,1999-02-12,124.812,125.5,122.625,123.625,10676600.0,78.643,123.625,2024-05-14
SPY,1999-02-16,124.75,125.625,122.875,122.875,6915500.0,78.166,122.875,2024-05-14
SPY,1999-02-17,123.188,125.359,122.25,122.75,7858100.0,78.087,122.75,2024-05-14
SPY,1999-02-18,123.188,124.375,122.219,123.719,9048900.0,78.703,123.719,2024-05-14
SPY,1999-02-19,124.0,125.75,123.375,124.25,5312200.0,79.041,124.25,2024-05-14
SPY,1999-02-22,124.438,127.719,124.281,127.562,10695800.0,81.148,127.562,2024-05-14
SPY,1999-02-23,127.594,128.5,126.594,127.5,7770700.0,81.108,127.5,2024-05-14
SPY,1999-02-24,127.844,128.844,125.0,125.25,7271000.0,79.677,125.25,2024-05-14
SPY,1999-02-25,124.531,125.281,122.688,124.062,11633000.0,78.922,124.062,2024-05-14
